id,title,keywords,rating,solved
599E ,Sandy and Nuts,"bitmasks, dp, trees",2600,604
599D,Spongebob and Squares,"brute force, math",1900,2500
599C,Day at the Beach,sortings,1600,4506
599B,Spongebob and Joke,implementation,1500,4268
599A,Patrick and Shopping,implementation,800,27020
598F,Cut Length,geometry,2900,337
598E ,Chocolate Bar,"brute force, dp",2000,4172
598D,Igor In the Museum,"dfs and similar, graphs, shortest paths",1700,9796
598C,Nearest vectors,"geometry, sortings",2300,3661
598B,Queries on a String,"implementation, strings",1300,10053
598A,Tricky Sum,math,900,23359
597C,Subsequences,"data structures, dp",1900,4241
597B,Restaurant,"dp, greedy, sortings",1600,4481
597A,Divisibility,math,1600,4340
596E ,Wilbur and Strings,"dfs and similar, dp, graphs, strings",2500,378
596D,Wilbur and Trees,"dp, math, probabilities, sortings",2300,664
596C,Wilbur and Points,"combinatorics, greedy, sortings",1700,2220
596B,Wilbur and Array,"greedy, implementation",1100,9902
596A,Wilbur and Swimming Pool,"geometry, implementation",1100,7359
595B,Pasha and Phone,"binary search, math",1600,2866
595A,Vitaly and Night,"constructive algorithms, implementation",800,13986
594E ,Cutting the Line,"string suffix structures, strings",3100,147
594D,REQ,"data structures, number theory",2500,1423
594C,Edo and Magnets,"brute force, greedy, implementation, two pointers",2300,665
594B,Max and Bike,"binary search, geometry",2500,472
594A,Warrior and Archer,games,2300,1675
593E ,Strange Calculation and Cats,"dp, matrices",2400,386
593D,Happy Tree Party,"data structures, dfs and similar, graphs, math, trees",2400,1150
593C,Beautiful Function,"constructive algorithms, math",2200,266
593B,Anton and Lines,"geometry, sortings",1600,3910
593A,2Char,"brute force, implementation",1200,5609
592E ,BCPC,"binary search, geometry, two pointers",2700,205
592D,Super M,"dfs and similar, dp, graphs, trees",2200,2276
592C,The Big Race,math,1800,3014
592B,The Monster and the Squirrel,math,1100,8314
592A,PawnChess,implementation,1200,6114
591B,Rebranding,"implementation, strings",1200,7912
591A,Wizards' Duel,"implementation, math",900,13375
590E ,Birthday,"graph matchings, strings",3200,702
590D,Top Secret Task,dp,2300,1129
590C,Three States,"dfs and similar, graphs, shortest paths",2200,2533
590B,Chip 'n Dale Rescue Rangers,"binary search, geometry, math",2100,1674
590A,Median Smoothing,implementation,1700,3868
588B,Duff in Love,math,1300,13399
588A,Duff and Meat,greedy,900,21806
587F,Duff is Mad,"data structures, strings",3000,872
587E ,Duff as a Queen,data structures,2900,657
587D,Duff in Mafia,"2-sat, binary search",3100,641
587C,Duff in the Army,"data structures, trees",2200,3480
587B,Duff in Beach,dp,2100,1367
587A,Duff and Weight Lifting,greedy,1500,7231
586B,Laurenty and Shop,implementation,1300,5071
586A,Alena's Schedule,implementation,900,9579
585F,Digits of Number Pi,"dp, implementation, strings",3200,597
585E ,Present for Vitalik the Philatelist,"combinatorics, math, number theory",2900,1013
585D,Lizard Era: Beginning,meet-in-the-middle,2300,1492
585C,"Alice, Bob, Oranges and Apples",number theory,2400,947
585B,Phillip and Trains,"dfs and similar, graphs, shortest paths",1700,3395
585A,Gennady the Dentist,"brute force, implementation",1800,4097
584E ,Anton and Ira,"constructive algorithms, greedy, math",2300,1381
584D,Dima and Lisa,"brute force, math, number theory",1800,8516
584C,Marina and Vasya,"constructive algorithms, greedy, strings",1700,6014
584B,Kolya and Tanya,combinatorics,1500,11090
584A,Olesya and Rodion,math,1000,40695
583B,Robot's Task,"greedy, implementation",1200,8370
583A,Asphalting Roads,implementation,1000,11041
582E ,Boolean Function,"bitmasks, dp, expression parsing",3000,466
582D,Number of Binominal Coefficients,"dp, math, number theory",3300,584
582C,Superior Periodic Subarrays,number theory,2400,712
582B,Once Again...,"constructive algorithms, dp, matrices",1900,3249
582A,GCD Table,"constructive algorithms, greedy, number theory",1700,7363
581F,Zublicanes and Mumocrates,"dp, trees, two pointers",2400,815
581E ,Kojiro and Furrari,"dp, greedy",2800,184
581D,Three Logos,"bitmasks, brute force, constructive algorithms, geometry, implementation, math",1700,3274
581C,Developing Skills,"implementation, math, sortings",1400,7145
581B,Luxurious Houses,"implementation, math",1100,12609
581A,Vasya the Hipster,"implementation, math",800,63481
580E ,Kefa and Watch,"data structures, hashing, strings",2500,1849
580D,Kefa and Dishes,"bitmasks, dp",1800,8677
580C,Kefa and Park,"dfs and similar, graphs, trees",1500,37391
580B,Kefa and Company,"binary search, sortings, two pointers",1500,23532
580A,Kefa and First Steps,"brute force, dp, implementation",900,79200
579B,Finding Team Member,"brute force, implementation, sortings",1300,5161
579A,Raising Bacteria,bitmasks,1000,52043
578F,Mirror Box,"matrices, trees",3200,480
578E ,Walking!,"constructive algorithms, greedy",2700,592
578D,LCS Again,"dp, greedy",2700,744
578C,Weakness and Poorness,ternary search,2000,4094
578B,"""Or"" Game","brute force, greedy",1700,5060
578A,A Problem about Polyline,"geometry, math",1700,4628
577B,Modulo Sum,"combinatorics, data structures, dp, two pointers",1900,10863
577A,Multiplication Table,"implementation, number theory",1000,36203
576E ,Painting Edges,"binary search, data structures",3300,1030
576D,Flights for Regular Customers,"dp, matrices",2700,1250
576C,Points on Plane,"constructive algorithms, divide and conquer, geometry, greedy, sortings",2100,3085
576B,Invariance of Tree,"constructive algorithms, dfs and similar, greedy, trees",2100,1538
576A,Vasya and Petya's Game,"math, number theory",1500,12560
575I,Robots protection,data structures,2800,399
575H,Bots,"combinatorics, dp, math, number theory",1800,1582
575G,Run for beer,"dfs and similar, shortest paths",2200,842
575F,Bulbo,"dp, greedy",2100,972
575E ,Spectator Riots,geometry,2800,229
575D,Tablecity,"constructive algorithms, implementation",1700,1792
575C,Party,"bitmasks, brute force, graph matchings",2700,203
575B,Bribes,"dfs and similar, graphs, trees",2200,1015
575A,Fibonotci,"data structures, math, matrices",2700,701
574B,Bear and Three Musketeers,"brute force, dfs and similar, graphs, hashing",1500,7484
574A,Bear and Elections,"greedy, implementation",1200,8711
573E ,Bear and Bowling,"data structures, greedy",3200,1130
573D,Bear and Cavalry,"data structures, divide and conquer, dp",3000,413
573C,Bear and Drawing,"constructive algorithms, dfs and similar, trees",2300,946
573B,Bear and Blocks,"binary search, data structures, dp, math",1600,5559
573A,Bear and Poker,"implementation, math, number theory",1300,15646
572B,Order Book,"data structures, greedy, implementation, sortings",1300,6620
572A,Arrays,sortings,900,15747
571E ,Geometric Progressions,math,3200,247
571D,Campus,"binary search, data structures, dsu, trees",3100,636
571C,CNF 2,"constructive algorithms, dfs and similar, graphs, greedy",2500,605
571B,Minimization,"dp, greedy, sortings",2000,2465
571A,Lengthening Sticks,"combinatorics, implementation, math",2100,1966
570E ,Pig and Palindromes,"combinatorics, dp",2300,1746
570D,Tree Requests,"binary search, bitmasks, constructive algorithms, dfs and similar, graphs, trees",2200,6211
570C,Replacement,"constructive algorithms, data structures, implementation",1600,8731
570B,Simple Game,"constructive algorithms, games, greedy, implementation, math",1300,15352
570A,Elections,implementation,1100,13489
569B,Inventory,"greedy, math",1200,6850
569A,Music,"implementation, math",1500,4689
568E ,Longest Increasing Subsequence,"data structures, dp",3000,562
568D,Sign Posts,"brute force, geometry, math",2800,295
568C,New Language,"2-sat, greedy",2600,740
568B,Symmetric and Transitive,"combinatorics, dp, math",1900,2200
568A,Primes or Palindromes?,"brute force, implementation, math, number theory",1600,4959
567F,Mausoleum,dp,2400,542
567E ,President and Roads,"dfs and similar, graphs, hashing, shortest paths",2200,1547
567D,One-Dimensional Battle Ships,"binary search, data structures, greedy, sortings",1700,4509
567C,Geometric Progression,"binary search, data structures, dp",1700,9133
567B,Berland National Library,implementation,1300,8120
567A,Lineland Mail,"greedy, implementation",900,29138
566G,Max and Min,geometry,2500,330
566F,Clique in the Divisibility Graph,"dp, math, number theory",1500,3411
566E ,Restoring Map,"bitmasks, constructive algorithms, trees",3200,586
566D,Restructuring Company,"data structures, dsu",1900,2953
566C,Logistical Questions,"dfs and similar, divide and conquer, trees",3000,649
566B,Replicating Processes,"constructive algorithms, greedy",2600,246
566A,Matching Names,"dfs and similar, strings, trees",2300,823
560B,Gerald is into Art,"constructive algorithms, implementation",1200,7587
560A,Currency System in Geraldion,"implementation, sortings",1000,16374
559E ,Gerald and Path,"dp, sortings",3000,821
559D,Randomizer,"combinatorics, geometry, probabilities",2800,400
559C,Gerald and Giant Chess,"combinatorics, dp, math, number theory",2200,5907
559B,Equivalent Strings,"divide and conquer, hashing, sortings, strings",1700,10163
559A,Gerald's Hexagon,"brute force, geometry, math",1600,10026
558E ,A Simple Task,"data structures, sortings, strings",2300,5258
558D,Guess Your Way Out! II,"data structures, implementation, sortings",2300,1087
558C,Amr and Chemistry,"brute force, graphs, greedy, math, shortest paths",1900,3827
558B,Amr and The Large Array,implementation,1300,7535
558A,Lala Land and Apple Trees,"brute force, implementation, sortings",1100,9836
557E ,Ann and Half-Palindrome,"data structures, dp, graphs, string suffix structures, strings, trees",2300,1023
557D,Vitaly and Cycle,"combinatorics, dfs and similar, graphs, math",2000,2110
557C,Arthur and Table,"brute force, data structures, dp, greedy, math, sortings",1900,3893
557B,Pasha and Tea,"constructive algorithms, implementation, math, sortings",1500,7014
557A,Ilya and Diplomas,"greedy, implementation, math",1100,8010
556B,Case of Fake Numbers,"brute force, implementation",1100,7650
556A,Case of the Zeros and Ones,greedy,900,35731
555E ,Case of Computer Network,"dfs and similar, graphs, trees",2800,2021
555D,Case of a Top Secret,"binary search, implementation, math",2500,852
555C,Case of Chocolate,data structures,2200,1913
555B,Case of Fugitive,"data structures, greedy, sortings",2000,3636
555A,Case of Matryoshkas,implementation,1500,6309
554B,Ohana Cleans Up,"brute force, greedy, strings",1200,9291
554A,Kyoya and Photobooks,"brute force, math, strings",900,12373
553E ,Kyoya and Train,"dp, fft, graphs, math, probabilities",3200,505
553D,Nudist Beach,"binary search, graphs, greedy",2300,961
553C,Love Triangles,"dfs and similar, dsu, graphs",2200,1701
553B,Kyoya and Permutation,"binary search, combinatorics, constructive algorithms, greedy, implementation, math",1900,2081
553A,Kyoya and Colored Balls,"combinatorics, dp, math",1500,8173
552E ,Vanya and Brackets,"brute force, dp, expression parsing, greedy, implementation, strings",2100,1387
552D,Vanya and Triangles,"brute force, combinatorics, data structures, geometry, math, sortings",1900,4239
552C,Vanya and Scales,"brute force, dp, greedy, math, meet-in-the-middle, number theory",1900,5294
552B,Vanya and Books,"implementation, math",1200,14870
552A,Vanya and Table,"implementation, math",1000,9115
551E ,GukiZ and GukiZiana,"binary search, data structures, implementation",2500,1591
551D,GukiZ and Binary Operations,"combinatorics, implementation, math, matrices, number theory",2100,1690
551C,GukiZ hates Boxes,"binary search, greedy",2200,3326
551B,ZgukistringZ,"brute force, constructive algorithms, implementation, strings",1800,3720
551A,GukiZ and Contest,"brute force, implementation, sortings",800,15666
550E ,Brackets in Implications,"constructive algorithms, greedy, implementation, math",2200,1363
550D,Regular Bridge,"constructive algorithms, graphs, implementation",1900,3202
550C,Divisibility by Eight,"brute force, dp, math",1500,25984
550B,Preparing Olympiad,"bitmasks, brute force",1400,18191
550A,Two Substrings,"brute force, dp, greedy, implementation, strings",1500,34615
549H,Degenerate Matrix,"binary search, math",2100,1763
549G,Happy Line,"constructive algorithms, greedy, sortings",2200,2360
549F,Yura and Developers,"data structures, divide and conquer",2800,815
549E ,Sasha Circle,"geometry, math",2700,144
549D,Haar Features,"greedy, implementation",1900,2108
549C,The Game Of Parity,games,2200,1691
549B,Looksery Party,"constructive algorithms, dfs and similar, graphs, greedy",2300,1454
549A,Face Detection,"implementation, strings",900,9113
548B,Mike and Fun,"brute force, dp, greedy, implementation",1400,8116
548A,Mike and Fax,"brute force, implementation, strings",1100,9630
547E ,Mike and Friends,"data structures, string suffix structures, strings, trees",2800,1819
547D,Mike and Fish,"constructive algorithms, dfs and similar, graphs",2600,2286
547C,Mike and Foam,"bitmasks, combinatorics, dp, math, number theory",2300,2628
547B,Mike and Feet,"binary search, data structures, dp, dsu",1900,7759
547A,Mike and Frog,"brute force, greedy, implementation, math",2200,2292
546E ,Soldier and Traveling,"flows, graphs, math",2100,3307
546D,Soldier and Number Game,"constructive algorithms, dp, math, number theory",1700,10841
546C,Soldier and Cards,"brute force, dfs and similar, games",1400,16436
546B,Soldier and Badges,"brute force, greedy, implementation, sortings",1200,16675
546A,Soldier and Bananas,"brute force, implementation, math",800,155544
545E ,Paths and Trees,"graphs, greedy, shortest paths",2000,4225
545D,Queue,"greedy, implementation, sortings",1300,22768
545C,Woodcutters,"dp, greedy",1500,25046
545B,Equidistant String,greedy,1100,11132
545A,Toy Cars,implementation,900,11128
544B,Sea and Islands,"constructive algorithms, implementation",1400,7679
544A,Set of Strings,"implementation, strings",1100,7534
543E ,Listening to Music,"constructive algorithms, data structures",3200,246
543D,Road Improvement,"dp, trees",2300,2414
543C,Remembering Strings,"bitmasks, dp",2500,1333
543B,Destroying Roads,"constructive algorithms, graphs, shortest paths",2100,3761
543A,Writing Code,dp,1800,7491
542F,Quest,"dp, greedy",2100,723
542E ,Playing on Graph,"graphs, shortest paths",2600,794
542D,Superhero's Job,"dfs and similar, dp, hashing, math, number theory",2600,484
542C,Idempotent functions,"constructive algorithms, graphs, math",2000,1083
542B,Duck Hunt,data structures,3100,123
542A,Place Your Ad Here,"data structures, sortings",2400,513
540E ,Infinite Inversions,"binary search, data structures, implementation, sortings, trees",2100,1905
540D,Bad Luck Island,"dp, probabilities",1900,5005
540C,Ice Cave,dfs and similar,2000,6777
540B,School Marks,"greedy, implementation",1700,4546
540A,Combination Lock,implementation,800,30726
538H,Summer Dichotomy,"2-sat, data structures, dfs and similar, greedy",3200,586
538G,Berserk Robot,"constructive algorithms, math, sortings",3100,423
538F,A Heap of Heaps,"brute force, data structures, math, sortings",2200,1469
538E ,Demiurges Play Again,"dfs and similar, dp, math, trees",2200,1476
538D,Weird Chess,"brute force, constructive algorithms, implementation",1800,2396
538C,Tourist's Notes,"binary search, brute force, greedy, implementation, math",1600,5712
538B,Quasi Binary,"constructive algorithms, dp, greedy, implementation",1400,17055
538A,Cutting Banner,"brute force, implementation",1400,6816
536E ,Tavas on the Path,"data structures, divide and conquer, trees",3100,350
536D,Tavas in Kansas,"dp, games",2900,685
535E ,Tavas and Pashmaks,"geometry, math",2600,775
535D,Tavas and Malekas,"greedy, hashing, string suffix structures, strings",1900,3654
535C,Tavas and Karafs,"binary search, greedy, math",1900,3666
535B,Tavas and SaDDas,"bitmasks, brute force, combinatorics, implementation",1100,20629
535A,Tavas and Nafas,"brute force, implementation",1000,11498
534F,Simplified Nonogram,"bitmasks, dp, hashing, meet-in-the-middle",2400,431
534E ,Berland Local Positioning System,"constructive algorithms, greedy, hashing, implementation",2400,337
534D,Handshakes,"binary search, constructive algorithms, data structures, greedy",1900,2335
534C,Polycarpus' Dice,math,1600,4860
534B,Covered Path,"dp, greedy, math",1400,9548
534A,Exam,"constructive algorithms, implementation, math",1100,11722
533F,Encoding,"hashing, string suffix structures, strings",2400,844
533E ,Correcting Mistakes,"constructive algorithms, dp, greedy, hashing, strings, two pointers",1800,2124
533D,Landmarks,"data structures, dp",3000,212
533C,Board Game,"games, greedy, implementation, math",1700,2117
533B,Work Group,"dfs and similar, dp, graphs, strings, trees",2000,2262
533A,Berland Miners,"binary search, data structures, dfs and similar, greedy, trees",3000,339
530I,Different variables,*special problem,2500,42
530H,Points in triangle,"*special problem, geometry",2100,118
530G,Levenshtein distance,*special problem,2100,136
530F,Jumping frogs,*special problem,2100,95
530E ,Sum and product,*special problem,1700,299
530D,Set subtraction,*special problem,1600,443
530C,Diophantine equation,*special problem,1500,532
530B,String inside out,*special problem,1600,532
530A,Quadratic equation,*special problem,1500,662
529B,Group Photo 2 (online mirror version),"brute force, greedy, sortings",1900,838
528E ,Triangles 3000,"geometry, sortings",3100,209
528D,Fuzzy Search,"bitmasks, brute force, fft",2500,1979
527E ,Data Center Drama,"dfs and similar, graphs",2600,1756
527D,Clique Problem,"data structures, dp, greedy, implementation, sortings",1800,4483
527C,Glass Carving,"binary search, data structures, implementation",1500,6528
527B,Error Correct System,greedy,1500,3813
527A,Playing with Paper,"implementation, math",1100,13782
526G,Spiders Evil Plan,"greedy, trees",3300,658
526F,Pudding Monsters,"data structures, divide and conquer",3000,2078
526E ,Transmitting Levels,"dp, implementation",2400,1014
526D,Om Nom and Necklace,"hashing, string suffix structures, strings",2200,2013
526C,Om Nom and Candies,"brute force, greedy, math",2000,2191
526B,Om Nom and Dark Park,"dfs and similar, greedy, implementation",1400,4428
526A,King of Thieves,"brute force, implementation",1300,4703
525E ,Anya and Cubes,"binary search, bitmasks, brute force, dp, math, meet-in-the-middle",2100,2539
525D,Arthur and Walls,"constructive algorithms, data structures, graphs, greedy, shortest paths",2400,1577
525C,Ilya and Sticks,"greedy, math, sortings",1600,5650
525B,Pasha and String,"constructive algorithms, greedy, math, strings",1400,8997
525A,Vitaliy and Pie,"greedy, hashing, strings",1100,13145
524F,And Yet Another Bracket Sequence,"data structures, greedy, hashing, string suffix structures, strings",2700,512
524E ,Rooks and Rectangles,"data structures, sortings",2400,1126
524D,Social Network,"greedy, two pointers",2100,929
524C,The Art of Dealing with ATM,"binary search, sortings",1900,1961
524B,Фото на память - 2 (round version),"dp, greedy",1700,1426
524A,"Возможно, вы знаете этих людей?",implementation,1600,1387
523D,Statistics of Recompressing Videos,"*special problem, data structures, implementation",1600,2208
523C,Name Quest,"*special problem, greedy",1400,2453
523B,Mean Requests,"*special problem, implementation",1500,935
523A,"Rotate, Flip and Zoom","*special problem, implementation",1200,2539
522D,Closest Equals,"*special problem, data structures",2000,2762
522C,Chicken or Fish?,greedy,2100,701
522B,Photo to Remember,"*special problem, data structures, dp, implementation",1100,8512
522A,Reposts,"*special problem, dfs and similar, dp, graphs, trees",1200,15214
521E ,Cycling City,"dfs and similar, graphs",3100,868
521D,Shop,greedy,2800,1412
520E ,Pluses everywhere,"combinatorics, dp, math, number theory",2200,1762
520D,Cubes,"games, greedy, implementation",2100,1524
520C,DNA Alignment,"math, strings",1500,4032
520B,Two Buttons,"dfs and similar, graphs, greedy, implementation, math, shortest paths",1400,45042
520A,Pangram,"implementation, strings",800,82757
519E ,A and B and Lecture Rooms,"binary search, data structures, dfs and similar, dp, trees",2100,5906
519D,A and B and Interesting Substrings,"data structures, dp, two pointers",1800,6154
519C,A and B and Team Training,"greedy, implementation, math, number theory",1300,18898
519B,A and B and Compilation Errors,"data structures, implementation, sortings",1100,36190
519A,A and B and Chess,implementation,900,18164
518F,Pasha and Pipe,"binary search, brute force, combinatorics, dp, implementation",2300,339
518E ,Arthur and Questions,"greedy, implementation, math, ternary search",2200,899
518D,Ilya and Escalator,"combinatorics, dp, math, probabilities",1700,6451
518C,Anya and Smartphone,"constructive algorithms, data structures, implementation",1600,5876
518B,Tanya and Postcard,"greedy, implementation, strings",1400,7678
518A,Vitaly and Strings,"constructive algorithms, strings",1600,8833
516E ,Drazil and His Happy Friends,"math, number theory",3100,441
516D,Drazil and Morning Exercise,"dfs and similar, dp, dsu, trees, two pointers",2800,1174
515E ,Drazil and Park,data structures,2300,1980
515D,Drazil and Tiles,"constructive algorithms, greedy",2000,2740
515C,Drazil and Factorial,"greedy, math, sortings",1400,23879
515B,Drazil and His Happy Friends,"brute force, dsu, meet-in-the-middle, number theory",1300,7257
515A,Drazil and Date,math,1000,18896
514E ,Darth Vader and Tree,"dp, matrices",2200,1325
514D,R2D2 and Droid Army,"binary search, data structures, two pointers",2000,3953
514C,Watto and Mechanism,"binary search, data structures, hashing, string suffix structures, strings",2000,6212
514B,Han Solo and Lazer Gun,"brute force, data structures, geometry, implementation, math",1400,19427
514A,Chewbaсca and Number,"greedy, implementation",1200,41032
513G3,Inversions problem,dp,3100,239
513G2,Inversions problem,"dp, probabilities",2400,612
513G1,Inversions problem,"brute force, dfs and similar, dp, meet-in-the-middle",1800,1742
513F2,Scaygerboss,flows,2800,300
513F1,Scaygerboss,flows,2700,287
513E 2,Subarray Cuts,dp,2700,514
513E 1,Subarray Cuts,dp,2600,441
513D2,Constrained Tree,"constructive algorithms, data structures",2600,358
513D1,Constrained Tree,dfs and similar,2400,423
513C,Second price auction,"bitmasks, probabilities",2000,1507
513B2,Permutations,"bitmasks, divide and conquer, math",1800,2545
513B1,Permutations,brute force,1400,3551
513A,Game,"constructive algorithms, math",800,19545
512E ,Fox And Polygon,"constructive algorithms, divide and conquer",2900,494
512D,Fox And Travelling,"dp, trees",2900,908
510E ,Fox And Dinner,flows,2300,2079
510D,Fox And Jumping,"bitmasks, brute force, dp, math",1900,5021
510C,Fox And Names,"dfs and similar, graphs, sortings",1600,14375
510B,Fox And Two Dots,dfs and similar,1500,12977
510A,Fox And Snake,implementation,800,71171
509F,Progress Monitoring,"dp, trees",2300,835
509E ,Pretty Song,"math, strings",2000,1756
509D,Restoring Numbers,"constructive algorithms, math",2200,724
509C,Sums of Digits,"dp, greedy, implementation",2000,1945
509B,Painting Pebbles,"constructive algorithms, greedy, implementation",1300,9376
509A,Maximum in Table,"brute force, implementation",800,36183
508E ,Arthur and Brackets,"dp, greedy",2200,1507
508D,Tanya and Password,"dfs and similar, graphs",2500,2902
508C,Anya and Ghosts,"constructive algorithms, greedy",1600,4350
508B,Anton and currency you all know,"greedy, math, strings",1300,21372
508A,Pasha and Pixels,brute force,1100,7563
507E ,Breaking Good,"dfs and similar, dp, graphs, shortest paths",2100,2533
507D,The Maths Lecture,"dp, implementation",2200,1639
507C,Guess Your Way Out!,"implementation, math, trees",1700,4186
507B,Amr and Pins,"geometry, math",1400,23004
507A,Amr and Music,"greedy, implementation, sortings",1000,16287
506E ,Mr. Kitayuta's Gift,"combinatorics, dp, matrices, strings",3000,629
506D,Mr. Kitayuta's Colorful Graph,"brute force, dfs and similar, dsu, graphs",2400,1923
505E ,Mr. Kitayuta vs. Bamboos,"binary search, greedy",2900,1278
505D,Mr. Kitayuta's Technology,dfs and similar,2200,2351
505C,"Mr. Kitayuta, the Treasure Hunter","dfs and similar, dp, two pointers",1900,5836
505B,Mr. Kitayuta's Colorful Graph,"dfs and similar, dp, dsu, graphs",1400,11673
505A,Mr. Kitayuta's Gift,"brute force, implementation, strings",1100,6541
504E ,Misha and LCP on Tree,"binary search, dfs and similar, hashing, string suffix structures, trees",3000,819
504D,Misha and XOR,bitmasks,2700,294
501E ,Misha and Palindrome Degree,"binary search, combinatorics, implementation",2500,713
501D,Misha and Permutations Summation,data structures,2000,2272
501C,Misha and Forest,"constructive algorithms, data structures, greedy, sortings, trees",1500,5412
501B,Misha and Changing Handles,"data structures, dsu, strings",1100,14910
501A,Contest,implementation,900,21071
500G,New Year Running,"number theory, trees",3200,153
500F,New Year Shopping,"divide and conquer, dp",2700,674
500E ,New Year Domino,"data structures, dp, dsu",2300,1340
500D,New Year Santa Network,"combinatorics, dfs and similar, graphs, trees",1900,3003
500C,New Year Book Reading,"constructive algorithms, greedy, implementation, math",1600,5598
500B,New Year Permutation,"dfs and similar, dsu, graphs, greedy, math, sortings",1600,8521
500A,New Year Transportation,"dfs and similar, graphs, implementation",1000,47850
499B,Lecture,"implementation, strings",1000,35643
499A,Watching a movie,"greedy, implementation",1000,13355
498E ,Stairs and Lines,"dp, matrices",2700,425
498D,Traffic Jams in the Land,"data structures, dp, number theory",2400,1024
498C,Array and Operations,"flows, graph matchings, number theory",2100,3182
498B,Name That Tune,"dp, probabilities, two pointers",2400,1112
498A,Crazy Town,geometry,1700,6259
497E ,Subsequences Return,"dp, matrices",2900,278
497D,Gears,"brute force, geometry, math",2900,218
496E ,Distributing Parts,"greedy, sortings",2100,1578
496D,Tennis Game,binary search,1900,2948
496C,Removing Columns,"brute force, constructive algorithms, implementation",1500,7474
496B,Secret Combination,"brute force, constructive algorithms, implementation",1500,5732
496A,Minimum Difficulty,"brute force, implementation, math",900,15693
495B,Modular Equations,"math, number theory",1600,6181
495A,Digital Counter,implementation,1100,8029
494E ,Sharti,"data structures, games",3200,285
494D,Birthday,"data structures, dfs and similar, dp, trees",2700,505
494C,Helping People,"dp, probabilities",2600,796
494B,Obsessive String,"dp, strings",2000,2521
494A,Treasure,greedy,1500,6023
493E ,Vasya and Polynomial,math,2800,466
493D,Vasya and Chess,"constructive algorithms, games, math",1700,9325
493C,Vasya and Basketball,"binary search, brute force, data structures, implementation, sortings, two pointers",1600,6517
493B,Vasya and Wrestling,implementation,1400,12756
493A,Vasya and Football,implementation,1300,5933
492E ,Vanya and Field,math,2000,1576
492D,Vanya and Computer Game,"binary search, implementation, math, sortings",1800,3047
492C,Vanya and Exams,"greedy, sortings",1400,13110
492B,Vanya and Lanterns,"binary search, implementation, math, sortings",1200,67100
492A,Vanya and Cubes,implementation,800,43536
491C,Deciphering,"flows, graph matchings",2300,371
491B,New York Hotel,"greedy, math",2100,487
491A,Up the hill,"constructive algorithms, implementation",1000,2717
490F,Treeland Tour,"data structures, dfs and similar, dp, trees",2200,1480
490E ,Restoring Increasing Sequence,"binary search, brute force, greedy, implementation",2000,1499
490D,Chocolate,"brute force, dfs and similar, math, meet-in-the-middle, number theory",1900,2041
490C,Hacking Cypher,"brute force, math, number theory, strings",1700,8749
490B,Queue,"dsu, implementation",1500,5777
490A,Team Olympiad,"greedy, implementation, sortings",800,52387
489F,Special Matrices,"combinatorics, dp",2100,1575
489E ,Hiking,"binary search, dp",2300,961
489D,Unbearable Controversy of Being,"brute force, combinatorics, dfs and similar, graphs",1700,6446
489C,Given Length and Sum of Digits...,"dp, greedy, implementation",1400,42853
489B,BerSU Ball,"dfs and similar, dp, graph matchings, greedy, sortings, two pointers",1200,43851
489A,SwapSort,"greedy, implementation, sortings",1200,9357
488B,Candy Boxes,"brute force, constructive algorithms, math",1900,2058
488A,Giga Tower,brute force,1100,13680
487E ,Tourists,"data structures, dfs and similar, graphs, trees",3200,1882
487D,Conveyor Belts,data structures,2700,823
487C,Prefix Product Sequence,"constructive algorithms, math, number theory",2300,2367
487B,Strip,"binary search, data structures, dp, two pointers",2000,3263
487A,Fight the Monster,"binary search, brute force, implementation",1800,3627
486E ,LIS of Sequence,"data structures, dp, greedy, hashing, math",2200,1971
486D,Valid Sets,"dfs and similar, dp, math, trees",2100,3784
486C,Palindrome Transformation,"brute force, greedy, implementation",1700,11292
486B,OR in Matrix,"greedy, hashing, implementation",1300,16311
486A,Calculating Function,"implementation, math",800,101624
485B,Valuable Resources,"brute force, greedy",1300,6402
485A,Factory,"implementation, math, matrices",1400,7924
484E ,Sign on Fence,"binary search, constructive algorithms, data structures",2500,2056
484D,Kindergarten,"data structures, dp, greedy",2400,2340
484C,Strange Sorting,"implementation, math",2600,575
484B,Maximum Value,"binary search, math, sortings, two pointers",2100,6572
484A,Bits,"bitmasks, constructive algorithms",1700,10302
483B,Friends and Presents,"binary search, math",1800,3944
483A,Counterexample,"brute force, implementation, math, number theory",1100,21311
482E ,ELCA,"data structures, trees",3200,172
482D,Random Function and Tree,"combinatorics, dp, trees",2700,507
482C,Game with Strings,"bitmasks, dp, probabilities",2600,818
482B,Interesting Array,"constructive algorithms, data structures, trees",1800,5957
482A,Diverse Permutation,"constructive algorithms, greedy",1200,9223
480E ,Parking Lot,"data structures, divide and conquer",2800,493
480D,Parcels,"dp, graphs",2600,445
479E ,Riding in a Lift,"combinatorics, dp",1900,4851
479D,Long Jumps,"binary search, greedy, implementation",1700,4649
479C,Exams,"greedy, sortings",1400,27407
479B,Towers,"brute force, constructive algorithms, greedy, implementation, sortings",1400,7428
479A,Expression,"brute force, math",1000,83676
478E ,Wavy numbers,"brute force, dfs and similar, meet-in-the-middle, sortings",2900,197
478D,Red-Green Towers,dp,2000,5327
478C,Table Decorations,greedy,1800,16890
478B,Random Teams,"combinatorics, constructive algorithms, greedy, math",1300,33736
478A,Initial Bet,implementation,1100,24428
477E ,Dreamoon and Notepad,data structures,3100,128
